6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,12,12,12,12,11,11,11,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,12,12,12,12,11,11,11,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,12,12,12,12,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6
6,6,6,6,6,6,12,12,12,11,11,11,11,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,6,6,6,6,6
6,6,6,6,12,12,12,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,6,6,6,6,6
6,6,6,6,-1,11,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,6,6,6,6
6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,6,6,6,6
6,6,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6
6,6,-1,-1,2,2,2,11,-1,-1,-1,-1,-1,-1,37,37,-1,-1,-1,-1,-1,4,4,3,-1,-1,-1,6,6,6
6,6,-1,-1,2,2,12,12,11,-1,-1,-1,-1,37,37,37,-1,-1,-1,-1,4,4,4,4,3,-1,-1,6,6,6
6,6,-1,-1,2,2,12,12,12,11,-1,-1,-1,37,37,37,-1,-1,-1,3,4,4,4,4,4,3,-1,-1,6,6
6,6,-1,-1,2,2,12,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,4,4,4,-1,-1,6,6
6,6,6,-1,2,2,2,12,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,2,4,4,4,6,6,6
6,6,6,-1,-1,2,2,2,12,12,12,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,2,2,4,4,4,6,6,6
6,6,6,-1,-1,-1,2,2,2,12,12,-1,-1,-1,-1,-1,-1,-1,3,4,4,2,2,2,4,4,4,6,6,6
6,6,6,6,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,3,3,4,4,2,2,2,-1,4,6,6,6,6
6,6,6,6,6,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,3,3,3,3,2,2,-1,-1,-1,6,6,6,6
6,6,6,6,6,6,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,6,6,6,6,6
6,6,6,6,6,6,6,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6
6,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
