6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,4,4,4,4,4,-1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6
6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4,4,4,4,4,-1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6
6,6,6,6,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,6,6,6,6,4,4,4,4,4,4,-1,12,12,12,12,2,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6
6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,9,9,9,11,11,11,11,12,12,12,12,12,6,6,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6
6,6,6,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,-1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,12,12,12,12,12,11,11,12,12,12,12,12,11,9,9,9,12,12,12,11,11,12,12,12,12,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,6,6
6,6,6,4,4,4,4,3,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,-1,-1,-1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,12,12,12,12,11,11,11,12,12,12,12,11,11,9,9,9,12,12,12,11,11,11,12,12,12,12,4,4,4,4,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,6
6,6,4,4,4,4,3,3,-1,3,3,4,4,4,3,3,3,3,3,3,4,4,4,3,3,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,1,1,2,2,2,12,12,12,12,11,11,11,11,11,11,11,11,11,12,12,12,11,11,12,12,12,11,11,11,12,12,12,4,4,4,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,4,4,4,4,4,4
6,4,4,4,4,3,-1,-1,-1,-1,3,3,4,4,4,3,3,3,3,3,4,4,4,3,3,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,1,1,1,1,2,2,2,12,12,12,12,11,11,11,11,11,11,12,12,12,12,12,12,12,11,11,12,12,11,11,11,12,12,12,4,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,3,3,4,4,4,4,4
4,4,4,4,3,-1,-1,1,1,1,-1,3,3,4,4,3,3,3,3,3,4,4,3,2,2,2,-1,-1,-1,-1,-1,-1,2,2,2,2,2,1,1,2,2,2,2,2,12,12,12,11,11,12,12,11,11,12,12,12,12,12,12,12,12,11,11,12,12,12,11,11,12,12,12,4,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,3,3,4,4,4,4,4
4,4,4,3,3,-1,-1,1,1,1,1,-1,3,4,4,4,3,3,3,3,3,3,2,2,2,2,2,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,12,12,12,12,11,12,12,12,12,11,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,12,12,4,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,37,-1,2,2,-1,-1,-1,-1,3,3,4,4,4,4,4,4
