40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,40,46,46
40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,40,46,46
40,40,40,40,40,40,40,43,43,43,43,40,40,40,40,40,40,40,46,46
40,40,40,40,43,40,40,43,40,40,40,43,43,43,43,43,40,40,46,46
40,40,40,40,43,40,40,43,40,40,40,40,40,40,40,43,40,40,46,46
40,40,40,40,43,40,40,43,40,43,43,43,43,40,40,43,40,40,46,46
40,40,40,40,43,40,40,43,40,43,40,40,43,40,40,43,40,40,46,46
40,40,40,40,43,40,40,43,43,43,40,40,43,40,40,43,40,40,46,46
40,40,40,40,43,40,40,40,40,40,40,40,43,40,40,43,40,40,46,46
40,40,40,40,43,43,43,43,43,43,43,43,43,40,40,43,40,40,46,46
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,43,40,40,46,46
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,43,40,40,46,46
40,40,40,40,40,40,40,40,40,40,40,40,40,40,43,43,40,40,40,46
40,40,40,40,43,43,43,43,43,43,43,43,43,43,43,40,40,40,40,46
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,46
